movieId,title,genre,year,clean_title
5407,"Bûche, La (1999)",Drama,1999,"Bûche, La"
175099,Amelia's 25th (2013),Comedy,2013,Amelia's 25th
175099,Amelia's 25th (2013),Romance,2013,Amelia's 25th
55681,Valhalla (1986),Adventure,1986,Valhalla
55681,Valhalla (1986),Animation,1986,Valhalla
55681,Valhalla (1986),Children,1986,Valhalla
55681,Valhalla (1986),Fantasy,1986,Valhalla
3590,"Lords of Flatbush, The (1974)",Comedy,1974,"Lords of Flatbush, The"
3590,"Lords of Flatbush, The (1974)",Drama,1974,"Lords of Flatbush, The"
257709,The Old Ways (2020),Fantasy,2020,The Old Ways
257709,The Old Ways (2020),Horror,2020,The Old Ways
210073,Pay Day (1922),Comedy,1922,Pay Day
171921,Battlefield Death Tales (2012),Horror,2012,Battlefield Death Tales
171921,Battlefield Death Tales (2012),War,2012,Battlefield Death Tales
144838,Million Dollar Baby (1941),Comedy,1941,Million Dollar Baby
144838,Million Dollar Baby (1941),Romance,1941,Million Dollar Baby
25742,Destiny (a.k.a. Between Two Worlds) (Der müde Tod) (1921),Fantasy,1921,Destiny (a.k.a. Between Two Worlds) (Der müde Tod)
85056,I Am Number Four (2011),Action,2011,I Am Number Four
85056,I Am Number Four (2011),Sci-Fi,2011,I Am Number Four
85056,I Am Number Four (2011),Thriller,2011,I Am Number Four
85056,I Am Number Four (2011),IMAX,2011,I Am Number Four
44709,Akeelah and the Bee (2006),Drama,2006,Akeelah and the Bee
203811,The Tattooed Stranger (1950),Crime,1950,The Tattooed Stranger
203811,The Tattooed Stranger (1950),Drama,1950,The Tattooed Stranger
151457,Bad Boys (1961),NA,1961,Bad Boys
114396,Cesar Chavez (2014),Drama,2014,Cesar Chavez
200912,Maigret and the St. Fiacre Case (1959),Crime,1959,Maigret and the St. Fiacre Case
200912,Maigret and the St. Fiacre Case (1959),Drama,1959,Maigret and the St. Fiacre Case
200912,Maigret and the St. Fiacre Case (1959),Mystery,1959,Maigret and the St. Fiacre Case
200912,Maigret and the St. Fiacre Case (1959),Thriller,1959,Maigret and the St. Fiacre Case
196201,Девочки,NA,NA,Девочки
129887,Moving Alan,NA,NA,Moving Alan
207093,Walt Disney (2015),Documentary,2015,Walt Disney
167492,Enter the Battlefield: Life on the Magic - The Gathering Pro Tour (2016),Documentary,2016,Enter the Battlefield: Life on the Magic - The Gathering Pro Tour
73370,"Thorn Birds, The (1983)",Drama,1983,"Thorn Birds, The"
73370,"Thorn Birds, The (1983)",Romance,1983,"Thorn Birds, The"
43419,Bandidas (2006),Action,2006,Bandidas
43419,Bandidas (2006),Comedy,2006,Bandidas
43419,Bandidas (2006),Crime,2006,Bandidas
43419,Bandidas (2006),Western,2006,Bandidas
82356,Boy Interrupted (2008),Documentary,2008,Boy Interrupted
166175,Tanner '88 (1988),NA,1988,Tanner '88
112330,Bitch Hug (Bitchkram) (2012),Drama,2012,Bitch Hug (Bitchkram)
289679,Scenes from Allen's Last Three Days on Earth as a Spirit (1997),Documentary,1997,Scenes from Allen's Last Three Days on Earth as a Spirit
239578,Braille (2011),Action,2011,Braille
83531,"Two of Us, The (Le vieil homme et l'enfant) (1967)",Comedy,1967,"Two of Us, The (Le vieil homme et l'enfant)"
83531,"Two of Us, The (Le vieil homme et l'enfant) (1967)",Drama,1967,"Two of Us, The (Le vieil homme et l'enfant)"
26825,Josh and S.A.M. (1993),Adventure,1993,Josh and S.A.M.
26825,Josh and S.A.M. (1993),Comedy,1993,Josh and S.A.M.
26825,Josh and S.A.M. (1993),Drama,1993,Josh and S.A.M.
231251,Amy & Isabelle (2001),Drama,2001,Amy & Isabelle
166988,Overdose (1983),Drama,1983,Overdose
270070,Charli XCX: Alone Together (2021),Documentary,2021,Charli XCX: Alone Together
180971,The Meateater (1979),Horror,1979,The Meateater
142731,Stolen Identity (1953),Action,1953,Stolen Identity
142731,Stolen Identity (1953),Crime,1953,Stolen Identity
142731,Stolen Identity (1953),Drama,1953,Stolen Identity
142731,Stolen Identity (1953),Mystery,1953,Stolen Identity
142731,Stolen Identity (1953),Thriller,1953,Stolen Identity
59129,Outpost (2008),Action,2008,Outpost
59129,Outpost (2008),Horror,2008,Outpost
2629,"Love Letter, The (1999)",Comedy,1999,"Love Letter, The"
2629,"Love Letter, The (1999)",Romance,1999,"Love Letter, The"
187199,Devil You Know (2013),Mystery,2013,Devil You Know
187199,Devil You Know (2013),Thriller,2013,Devil You Know
1081,Victor/Victoria (1982),Comedy,1982,Victor/Victoria
1081,Victor/Victoria (1982),Musical,1982,Victor/Victoria
1081,Victor/Victoria (1982),Romance,1982,Victor/Victoria
5861,Tales of Ordinary Madness (Storie di Ordinaria Follia) (1981),Drama,1981,Tales of Ordinary Madness (Storie di Ordinaria Follia)
188851,Chandrettan Evideya (2015),Children,2015,Chandrettan Evideya
188851,Chandrettan Evideya (2015),Comedy,2015,Chandrettan Evideya
188851,Chandrettan Evideya (2015),Drama,2015,Chandrettan Evideya
114072,Cheech and Chong's Animated Movie (2013),Animation,2013,Cheech and Chong's Animated Movie
114072,Cheech and Chong's Animated Movie (2013),Comedy,2013,Cheech and Chong's Animated Movie
105448,Eros (Men and Women) (Noite Vazia) (1964),Drama,1964,Eros (Men and Women) (Noite Vazia)
178343,Mary's Land (2013),Comedy,2013,Mary's Land
178343,Mary's Land (2013),Documentary,2013,Mary's Land
178343,Mary's Land (2013),Drama,2013,Mary's Land
178343,Mary's Land (2013),Mystery,2013,Mary's Land
168506,The Greatest Man in Siam (1944),Animation,1944,The Greatest Man in Siam
289139,Kaze to Ki no Uta Sanctus: Sei Naru Kana (1987),Animation,1987,Kaze to Ki no Uta Sanctus: Sei Naru Kana
289139,Kaze to Ki no Uta Sanctus: Sei Naru Kana (1987),Drama,1987,Kaze to Ki no Uta Sanctus: Sei Naru Kana
289139,Kaze to Ki no Uta Sanctus: Sei Naru Kana (1987),Romance,1987,Kaze to Ki no Uta Sanctus: Sei Naru Kana
220290,It Couldn't Happen Here (1988),NA,1988,It Couldn't Happen Here
124889,The Adventures of Tom Thumb & Thumbelina (2002),Animation,2002,The Adventures of Tom Thumb & Thumbelina
478,Jimmy Hollywood (1994),Comedy,1994,Jimmy Hollywood
478,Jimmy Hollywood (1994),Crime,1994,Jimmy Hollywood
478,Jimmy Hollywood (1994),Drama,1994,Jimmy Hollywood
226512,The Snake Girl and the Silver-Haired Witch (1968),Horror,1968,The Snake Girl and the Silver-Haired Witch
226512,The Snake Girl and the Silver-Haired Witch (1968),Mystery,1968,The Snake Girl and the Silver-Haired Witch
226512,The Snake Girl and the Silver-Haired Witch (1968),Thriller,1968,The Snake Girl and the Silver-Haired Witch
172137,Pioneer Heroes (2015),Drama,2015,Pioneer Heroes
166544,A Kind of Murder (2016),Thriller,2016,A Kind of Murder
151900,Arrowhead (2015),Action,2015,Arrowhead
151900,Arrowhead (2015),Adventure,2015,Arrowhead
151900,Arrowhead (2015),Mystery,2015,Arrowhead
151900,Arrowhead (2015),Sci-Fi,2015,Arrowhead
142612,"Give 'em Hell, Harry! (1975)",NA,1975,"Give 'em Hell, Harry!"
155162,Jack and the Beanstalk (1902),Adventure,1902,Jack and the Beanstalk
155162,Jack and the Beanstalk (1902),Children,1902,Jack and the Beanstalk
155162,Jack and the Beanstalk (1902),Fantasy,1902,Jack and the Beanstalk
151341,Silvio Forever (2011),NA,2011,Silvio Forever
156210,Sugar (2004),Drama,2004,Sugar
156210,Sugar (2004),Romance,2004,Sugar
176603,The Snowman (2017),Crime,2017,The Snowman
176603,The Snowman (2017),Thriller,2017,The Snowman
213606,Brothers in Blood: The Lions of Sabi Sand (2015),Documentary,2015,Brothers in Blood: The Lions of Sabi Sand
243232,A Very British Psycho (1997),Documentary,1997,A Very British Psycho
197851,Greedy Humpty Dumpty (1936),NA,1936,Greedy Humpty Dumpty
275489,Goopy Geer (1932),Animation,1932,Goopy Geer
275489,Goopy Geer (1932),Comedy,1932,Goopy Geer
207365,Guidable - The Real History of Ratos de Porão (2008),Documentary,2008,Guidable - The Real History of Ratos de Porão
97540,"Visiteurs du soir, Les (Devil's Envoys, The) (1942)",Drama,1942,"Visiteurs du soir, Les (Devil's Envoys, The)"
97540,"Visiteurs du soir, Les (Devil's Envoys, The) (1942)",Fantasy,1942,"Visiteurs du soir, Les (Devil's Envoys, The)"
97540,"Visiteurs du soir, Les (Devil's Envoys, The) (1942)",Romance,1942,"Visiteurs du soir, Les (Devil's Envoys, The)"
285581,The Blackwell Ghost 6 (2022),Drama,2022,The Blackwell Ghost 6
285581,The Blackwell Ghost 6 (2022),Horror,2022,The Blackwell Ghost 6
281296,The Rust (2021),Drama,2021,The Rust
269804,Stolen Glory (1912),Comedy,1912,Stolen Glory
136455,Iron Man & Captain America: Heroes United (2014),Action,2014,Iron Man & Captain America: Heroes United
136455,Iron Man & Captain America: Heroes United (2014),Adventure,2014,Iron Man & Captain America: Heroes United
136455,Iron Man & Captain America: Heroes United (2014),Animation,2014,Iron Man & Captain America: Heroes United
246634,Oh My God (2015),Comedy,2015,Oh My God
157170,Eat My Dust (1976),Action,1976,Eat My Dust
6652,Joe Kidd (1972),Western,1972,Joe Kidd
277432,The Chaos Class Welcome (2004),Comedy,2004,The Chaos Class Welcome
289519,Kamikazen (Ultima notte a Milano) (1988),Comedy,1988,Kamikazen (Ultima notte a Milano)
232593,Christmas on the Vine (2020),Romance,2020,Christmas on the Vine
62644,"Wave, The (Welle, Die) (2008)",Drama,2008,"Wave, The (Welle, Die)"
1026,So Dear to My Heart (1949),Children,1949,So Dear to My Heart
1026,So Dear to My Heart (1949),Drama,1949,So Dear to My Heart
199892,The Three Heroes: The Heiress to the Throne (2018),Animation,2018,The Three Heroes: The Heiress to the Throne
199892,The Three Heroes: The Heiress to the Throne (2018),Children,2018,The Three Heroes: The Heiress to the Throne
286753,Cold War (1951),Animation,1951,Cold War
150425,Lana: Queen of the Amazons (1964),Adventure,1964,Lana: Queen of the Amazons
87053,Zoo in Budapest (1933),Drama,1933,Zoo in Budapest
87053,Zoo in Budapest (1933),Romance,1933,Zoo in Budapest
4495,Crossing Delancey (1988),Comedy,1988,Crossing Delancey
4495,Crossing Delancey (1988),Romance,1988,Crossing Delancey
155525,All the Love You Cannes! (2002),Documentary,2002,All the Love You Cannes!
134095,My Love (2006),Animation,2006,My Love
134095,My Love (2006),Drama,2006,My Love
71178,Street of Shame (Akasen chitai) (1956),Drama,1956,Street of Shame (Akasen chitai)
146437,San Francisco 2.0 (2015),Documentary,2015,San Francisco 2.0
291495,Carry on Jatta 3 (2023),Comedy,2023,Carry on Jatta 3
291495,Carry on Jatta 3 (2023),Drama,2023,Carry on Jatta 3
235927,One Life at a Time (2020),Drama,2020,One Life at a Time
8971,Veer Zaara (2004),Drama,2004,Veer Zaara
8971,Veer Zaara (2004),Musical,2004,Veer Zaara
8971,Veer Zaara (2004),Romance,2004,Veer Zaara
157278,The Sixties (2013),NA,2013,The Sixties
202819,The Merry Wives of Windsor (1982),Comedy,1982,The Merry Wives of Windsor
179623,Die zertanzten Schuhe (2011),Children,2011,Die zertanzten Schuhe
179623,Die zertanzten Schuhe (2011),Fantasy,2011,Die zertanzten Schuhe
128723,James Dean (2001),Drama,2001,James Dean
225884,Slow Video (2014),Comedy,2014,Slow Video
225884,Slow Video (2014),Drama,2014,Slow Video
139064,Gang of Four (1989),Adventure,1989,Gang of Four
139064,Gang of Four (1989),Drama,1989,Gang of Four
139064,Gang of Four (1989),Mystery,1989,Gang of Four
163601,The Work and the Glory II: American Zion (2005),Drama,2005,The Work and the Glory II: American Zion
128544,Hits (2014),NA,2014,Hits
289071,Curtain Call (1940),Comedy,1940,Curtain Call
166926,Carne de horca (1953),NA,1953,Carne de horca
206710,Spider in the Web (2019),Thriller,2019,Spider in the Web
198171,Celluloid (2014),Drama,2014,Celluloid
198171,Celluloid (2014),Thriller,2014,Celluloid
189017,Stone (1974),Action,1974,Stone
189017,Stone (1974),Crime,1974,Stone
189017,Stone (1974),Thriller,1974,Stone
156615,Silent Retreat (2013),Horror,2013,Silent Retreat
156615,Silent Retreat (2013),Mystery,2013,Silent Retreat
156615,Silent Retreat (2013),Thriller,2013,Silent Retreat
277856,See How They Run (2022),Comedy,2022,See How They Run
277856,See How They Run (2022),Crime,2022,See How They Run
277856,See How They Run (2022),Mystery,2022,See How They Run
244414,Never Ever (2016),Drama,2016,Never Ever
52108,It's Impossible to Learn to Plow by Reading Books (1988),Drama,1988,It's Impossible to Learn to Plow by Reading Books
261437,About an Age (2018),Drama,2018,About an Age
281792,Canvas (2021),Animation,2021,Canvas
281792,Canvas (2021),Horror,2021,Canvas
157198,Macross Frontier: The Wings of Goodbye (2011),Action,2011,Macross Frontier: The Wings of Goodbye
157198,Macross Frontier: The Wings of Goodbye (2011),Animation,2011,Macross Frontier: The Wings of Goodbye
157198,Macross Frontier: The Wings of Goodbye (2011),Romance,2011,Macross Frontier: The Wings of Goodbye
141793,Women of the World (1963),Documentary,1963,Women of the World
73914,Sometimes a Great Notion (1970),Action,1970,Sometimes a Great Notion
73914,Sometimes a Great Notion (1970),Adventure,1970,Sometimes a Great Notion
73914,Sometimes a Great Notion (1970),Drama,1970,Sometimes a Great Notion
83430,Fool N Final (2007),Action,2007,Fool N Final
83430,Fool N Final (2007),Comedy,2007,Fool N Final
83430,Fool N Final (2007),Romance,2007,Fool N Final
268928,Ratboy (1986),Comedy,1986,Ratboy
268928,Ratboy (1986),Crime,1986,Ratboy
268928,Ratboy (1986),Drama,1986,Ratboy
276531,Take the Night (2022),Crime,2022,Take the Night
276531,Take the Night (2022),Thriller,2022,Take the Night
158761,Super Juice Me! (2014),Documentary,2014,Super Juice Me!
282119,Kalev (2022),Drama,2022,Kalev
245288,Sometime Other Than Now (2021),Drama,2021,Sometime Other Than Now
153104,Une femme d'extérieur (2000),NA,2000,Une femme d'extérieur
53123,Once (2006),Drama,2006,Once
53123,Once (2006),Musical,2006,Once
53123,Once (2006),Romance,2006,Once
163352,Variety Girl (1947),Comedy,1947,Variety Girl
124083,Honolulu (1939),Comedy,1939,Honolulu
124083,Honolulu (1939),Romance,1939,Honolulu
85275,Uncounted: The New Math of American Elections (2008),Documentary,2008,Uncounted: The New Math of American Elections
211127,The Ninth Precinct (2019),Crime,2019,The Ninth Precinct
211127,The Ninth Precinct (2019),Fantasy,2019,The Ninth Precinct
211127,The Ninth Precinct (2019),Thriller,2019,The Ninth Precinct
220598,Kathy Griffin: Everybody Can Suck It (2007),Comedy,2007,Kathy Griffin: Everybody Can Suck It
173139,The Bad Batch (2017),Horror,2017,The Bad Batch
173139,The Bad Batch (2017),Romance,2017,The Bad Batch
173139,The Bad Batch (2017),Thriller,2017,The Bad Batch
144962,Phantom Boy (2015),Adventure,2015,Phantom Boy
144962,Phantom Boy (2015),Animation,2015,Phantom Boy
144962,Phantom Boy (2015),Children,2015,Phantom Boy
5353,Butterflies Are Free (1972),Comedy,1972,Butterflies Are Free
5353,Butterflies Are Free (1972),Drama,1972,Butterflies Are Free
120118,The Forest (2012),Drama,2012,The Forest
120118,The Forest (2012),Fantasy,2012,The Forest
272491,General Report (1977),Documentary,1977,General Report
286787,Kindering (1987),NA,1987,Kindering
86880,Pirates of the Caribbean: On Stranger Tides (2011),Action,2011,Pirates of the Caribbean: On Stranger Tides
86880,Pirates of the Caribbean: On Stranger Tides (2011),Adventure,2011,Pirates of the Caribbean: On Stranger Tides
86880,Pirates of the Caribbean: On Stranger Tides (2011),Fantasy,2011,Pirates of the Caribbean: On Stranger Tides
86880,Pirates of the Caribbean: On Stranger Tides (2011),IMAX,2011,Pirates of the Caribbean: On Stranger Tides
120952,Filly Brown (2012),Drama,2012,Filly Brown
151461,Fitoor (2016),NA,2016,Fitoor
251996,Possibly in Michigan (1983),Horror,1983,Possibly in Michigan
257703,Nineties (1992),Comedy,1992,Nineties
198819,Friends: Naki on Monster Island (2011),Animation,2011,Friends: Naki on Monster Island
198819,Friends: Naki on Monster Island (2011),Children,2011,Friends: Naki on Monster Island
198819,Friends: Naki on Monster Island (2011),Comedy,2011,Friends: Naki on Monster Island
46065,Ice Bound (2003),Drama,2003,Ice Bound
124727,Just for Kicks (2005),Documentary,2005,Just for Kicks
119948,Let's Kill Ward's Wife (2014),Comedy,2014,Let's Kill Ward's Wife
205935,Girl Slaves of Morgana Le Fay (1971),Drama,1971,Girl Slaves of Morgana Le Fay
205935,Girl Slaves of Morgana Le Fay (1971),Fantasy,1971,Girl Slaves of Morgana Le Fay
126779,Grandmother (2010),Drama,2010,Grandmother
281290,A Big Fat Family Christmas (2022),Comedy,2022,A Big Fat Family Christmas
281290,A Big Fat Family Christmas (2022),Drama,2022,A Big Fat Family Christmas
281290,A Big Fat Family Christmas (2022),Romance,2022,A Big Fat Family Christmas
171347,The Sisters (2005),Drama,2005,The Sisters
171347,The Sisters (2005),Horror,2005,The Sisters
224591,Last Shot (2020),Drama,2020,Last Shot
190583,Goa (2010),Comedy,2010,Goa
190583,Goa (2010),Romance,2010,Goa
4530,Permanent Record (1988),Drama,1988,Permanent Record
127323,Vice (2015),Action,2015,Vice
127323,Vice (2015),Adventure,2015,Vice
127323,Vice (2015),Sci-Fi,2015,Vice
127323,Vice (2015),Thriller,2015,Vice
214900,Theatre of War (2018),Documentary,2018,Theatre of War
3932,"Invisible Man, The (1933)",Horror,1933,"Invisible Man, The"
3932,"Invisible Man, The (1933)",Sci-Fi,1933,"Invisible Man, The"
244530,Pagglait (2021),Comedy,2021,Pagglait
244530,Pagglait (2021),Drama,2021,Pagglait
106057,Wind with the Gone (El viento se llevó lo qué) (1998),Comedy,1998,Wind with the Gone (El viento se llevó lo qué)
106057,Wind with the Gone (El viento se llevó lo qué) (1998),Drama,1998,Wind with the Gone (El viento se llevó lo qué)
260009,Incision (2020),Horror,2020,Incision
135935,Herman U.S.A. (2001),NA,2001,Herman U.S.A.
167886,The Phantom (1943),Action,1943,The Phantom
60032,Hounddog (2007),Drama,2007,Hounddog
238824,Backyard Blockbusters (2012),Documentary,2012,Backyard Blockbusters
208441,Pig Hag (2019),Drama,2019,Pig Hag
174051,Photographer (2015),Comedy,2015,Photographer
174051,Photographer (2015),Drama,2015,Photographer
186239,Road Movie (1974),Drama,1974,Road Movie
189845,National Theatre Live: The Curious Incident of the Dog in the Night-Time (2012),NA,2012,National Theatre Live: The Curious Incident of the Dog in the Night-Time
1186,"Sex, Lies, and Videotape (1989)",Drama,1989,"Sex, Lies, and Videotape"
137855,Terraces (1977),NA,1977,Terraces
132796,San Andreas (2015),Action,2015,San Andreas
132796,San Andreas (2015),Drama,2015,San Andreas
132796,San Andreas (2015),Thriller,2015,San Andreas
208643,William (2019),Drama,2019,William
208643,William (2019),Sci-Fi,2019,William
175423,Sunstroke (2014),Drama,2014,Sunstroke
162956,Kiss Kiss (Bang Bang) (2001),Action,2001,Kiss Kiss (Bang Bang)
162956,Kiss Kiss (Bang Bang) (2001),Crime,2001,Kiss Kiss (Bang Bang)
179263,Fidgety Bram (2012),Children,2012,Fidgety Bram
179263,Fidgety Bram (2012),Comedy,2012,Fidgety Bram
6349,Breakin' (1984),Drama,1984,Breakin'
6349,Breakin' (1984),Musical,1984,Breakin'
261039,"Barbie: Big City, Big Dreams (2021)",Animation,2021,"Barbie: Big City, Big Dreams"
261039,"Barbie: Big City, Big Dreams (2021)",Children,2021,"Barbie: Big City, Big Dreams"
280472,Mili (2022),Thriller,2022,Mili
6042,Blind Spot: Hitler's Secretary (Im toten Winkel - Hitlers Sekretärin) (2002),Documentary,2002,Blind Spot: Hitler's Secretary (Im toten Winkel - Hitlers Sekretärin)
158330,The Secret Diaries of Miss Anne Lister (2010),Children,2010,The Secret Diaries of Miss Anne Lister
158330,The Secret Diaries of Miss Anne Lister (2010),Drama,2010,The Secret Diaries of Miss Anne Lister
198561,Eine Nacht in Venedig (1974),NA,1974,Eine Nacht in Venedig
205753,Meet Me in the Dream: Wonderland (1996),NA,1996,Meet Me in the Dream: Wonderland
159522,Peccati in famiglia (1975),NA,1975,Peccati in famiglia
188087,Nepoddayushchiyesya (1959),Comedy,1959,Nepoddayushchiyesya
152731,Los Hermanos Del Hierro (1961),Adventure,1961,Los Hermanos Del Hierro
152731,Los Hermanos Del Hierro (1961),Drama,1961,Los Hermanos Del Hierro
152731,Los Hermanos Del Hierro (1961),Western,1961,Los Hermanos Del Hierro
99607,Immaculate Conception of Little Dizzle (2009),Comedy,2009,Immaculate Conception of Little Dizzle
159032,Noon Sunday (1970),Drama,1970,Noon Sunday
271783,Wanderers of the Desert (1984),Drama,1984,Wanderers of the Desert
49200,"Foreign Affair, A (1948)",Comedy,1948,"Foreign Affair, A"
49200,"Foreign Affair, A (1948)",Drama,1948,"Foreign Affair, A"
49200,"Foreign Affair, A (1948)",Romance,1948,"Foreign Affair, A"
174115,Jupiter's Thunderballs (1903),Comedy,1903,Jupiter's Thunderballs
174115,Jupiter's Thunderballs (1903),Fantasy,1903,Jupiter's Thunderballs
262369,Attica (2021),Documentary,2021,Attica
110752,Mondo Hollywood (1967),Documentary,1967,Mondo Hollywood
167972,The Secret of Arkandias (2014),Adventure,2014,The Secret of Arkandias
167972,The Secret of Arkandias (2014),Comedy,2014,The Secret of Arkandias
167972,The Secret of Arkandias (2014),Fantasy,2014,The Secret of Arkandias
140910,Nene (1977),Drama,1977,Nene
168526,Prime Mover (2009),NA,2009,Prime Mover
236371,Ursa Minor Blue (1993),Adventure,1993,Ursa Minor Blue
236371,Ursa Minor Blue (1993),Animation,1993,Ursa Minor Blue
236371,Ursa Minor Blue (1993),Fantasy,1993,Ursa Minor Blue
129512,Teen Spirit (2007),Comedy,2007,Teen Spirit
268918,Ghetto Swedish (2015),Drama,2015,Ghetto Swedish
248242,Anuradha (1960),Children,1960,Anuradha
248242,Anuradha (1960),Drama,1960,Anuradha
248242,Anuradha (1960),Romance,1960,Anuradha
181067,"¡Bruja, más que bruja! (1976)",Comedy,1976,"¡Bruja, más que bruja!"
181067,"¡Bruja, más que bruja! (1976)",Crime,1976,"¡Bruja, más que bruja!"
181067,"¡Bruja, más que bruja! (1976)",Drama,1976,"¡Bruja, más que bruja!"
181067,"¡Bruja, más que bruja! (1976)",Romance,1976,"¡Bruja, más que bruja!"
203633,The Bribe (2018),Comedy,2018,The Bribe
203633,The Bribe (2018),Crime,2018,The Bribe
113394,"Pretty One, The (2013)",Comedy,2013,"Pretty One, The"
113394,"Pretty One, The (2013)",Drama,2013,"Pretty One, The"
128596,Let My Puppets Come (1976),Comedy,1976,Let My Puppets Come
203318,Waterloo po česku (2003),NA,2003,Waterloo po česku
157891,Lust for a Vampire (1971),Horror,1971,Lust for a Vampire
245692,Demons from Her Past (2007),Crime,2007,Demons from Her Past
245692,Demons from Her Past (2007),Drama,2007,Demons from Her Past
245692,Demons from Her Past (2007),Mystery,2007,Demons from Her Past
201114,The House on Tombstone Hill (1989),Horror,1989,The House on Tombstone Hill
220886,Rosie (2013),Drama,2013,Rosie
207505,Nightmares (1979),Drama,1979,Nightmares
283427,Mira (2022),Adventure,2022,Mira
283427,Mira (2022),Children,2022,Mira
283427,Mira (2022),Drama,2022,Mira
283427,Mira (2022),Sci-Fi,2022,Mira
263287,"If I Can’t Have Love, I Want Power (2021)",Fantasy,2021,"If I Can’t Have Love, I Want Power"
268992,"Next Stop, Christmas (2021)",Drama,2021,"Next Stop, Christmas"
268992,"Next Stop, Christmas (2021)",Fantasy,2021,"Next Stop, Christmas"
268992,"Next Stop, Christmas (2021)",Romance,2021,"Next Stop, Christmas"
6188,Old School (2003),Comedy,2003,Old School
5633,Heaven (2002),Drama,2002,Heaven
27740,Blind Shaft (Mang jing) (2003),Drama,2003,Blind Shaft (Mang jing)
251582,All-American Murder (1991),Mystery,1991,All-American Murder
251582,All-American Murder (1991),Romance,1991,All-American Murder
251582,All-American Murder (1991),Thriller,1991,All-American Murder
170807,Dance to Death (2017),Action,2017,Dance to Death
170807,Dance to Death (2017),Fantasy,2017,Dance to Death
278412,Aadi (2002),Action,2002,Aadi
278412,Aadi (2002),Drama,2002,Aadi
281036,Anjelah Johnson: Mahalo & Goodnight (2017),Comedy,2017,Anjelah Johnson: Mahalo & Goodnight
205679,Our Homeland (2012),Drama,2012,Our Homeland
280376,Milano '83 (1983),Documentary,1983,Milano '83
142959,Spicy Love Soup (1997),NA,1997,Spicy Love Soup
250362,Censor (2021),Horror,2021,Censor
48381,"Assault, The (Aanslag, De) (1986)",Drama,1986,"Assault, The (Aanslag, De)"
48381,"Assault, The (Aanslag, De) (1986)",Romance,1986,"Assault, The (Aanslag, De)"
48381,"Assault, The (Aanslag, De) (1986)",War,1986,"Assault, The (Aanslag, De)"
8463,Johnny Belinda (1948),Drama,1948,Johnny Belinda
203595,Gaijin: A Brazilian Odyssey (1980),Drama,1980,Gaijin: A Brazilian Odyssey
258235,All of Us (2020),Comedy,2020,All of Us
258235,All of Us (2020),Drama,2020,All of Us
4459,Alaska: Spirit of the Wild (1997),Documentary,1997,Alaska: Spirit of the Wild
4459,Alaska: Spirit of the Wild (1997),IMAX,1997,Alaska: Spirit of the Wild
3957,Billy Jack (1971),Action,1971,Billy Jack
3957,Billy Jack (1971),Drama,1971,Billy Jack
41912,Slim Susie (Smala Sussie) (2003),Comedy,2003,Slim Susie (Smala Sussie)
41912,Slim Susie (Smala Sussie) (2003),Crime,2003,Slim Susie (Smala Sussie)
41912,Slim Susie (Smala Sussie) (2003),Mystery,2003,Slim Susie (Smala Sussie)
216999,The Elephant and the Butterfly (2017),Children,2017,The Elephant and the Butterfly
216999,The Elephant and the Butterfly (2017),Drama,2017,The Elephant and the Butterfly
287347,The Weavers: Wasn't That a Time (1982),Documentary,1982,The Weavers: Wasn't That a Time
136952,Monster Brawl (2011),Comedy,2011,Monster Brawl
136952,Monster Brawl (2011),Horror,2011,Monster Brawl
5208,"Ninth Configuration, The (a.k.a. Twinkle, Twinkle, Killer Kane) (1980)",Drama,1980,"Ninth Configuration, The (a.k.a. Twinkle, Twinkle, Killer Kane)"
5208,"Ninth Configuration, The (a.k.a. Twinkle, Twinkle, Killer Kane) (1980)",War,1980,"Ninth Configuration, The (a.k.a. Twinkle, Twinkle, Killer Kane)"
213533,The Burnt Orange Heresy (2020),Drama,2020,The Burnt Orange Heresy
213533,The Burnt Orange Heresy (2020),Mystery,2020,The Burnt Orange Heresy
213533,The Burnt Orange Heresy (2020),Thriller,2020,The Burnt Orange Heresy
220900,Body Electric (2017),Drama,2017,Body Electric
205585,It's a Fairy! (2016),Comedy,2016,It's a Fairy!
212014,Chasing Happiness (2019),Documentary,2019,Chasing Happiness
98162,Babbitt (1934),Drama,1934,Babbitt
206447,Classic Albums: Lou Reed - Transformer (2001),Documentary,2001,Classic Albums: Lou Reed - Transformer
25741,"Phantom Carriage, The (Körkarlen) (1921)",Drama,1921,"Phantom Carriage, The (Körkarlen)"
186463,Home of the Giants (2007),Crime,2007,Home of the Giants
186463,Home of the Giants (2007),Drama,2007,Home of the Giants
220584,Kathy Griffin: Straight to Hell (2007),Comedy,2007,Kathy Griffin: Straight to Hell
170887,Scoop! (2016),Mystery,2016,Scoop!
1066,Shall We Dance (1937),Comedy,1937,Shall We Dance
1066,Shall We Dance (1937),Musical,1937,Shall We Dance
1066,Shall We Dance (1937),Romance,1937,Shall We Dance
221380,Campus Confidential (2005),Children,2005,Campus Confidential
221380,Campus Confidential (2005),Comedy,2005,Campus Confidential
8612,Lassie Come Home (1943),Adventure,1943,Lassie Come Home
8612,Lassie Come Home (1943),Children,1943,Lassie Come Home
8612,Lassie Come Home (1943),Drama,1943,Lassie Come Home
270430,The Golden Chance (1915),Drama,1915,The Golden Chance
130048,Dracula in Pakistan (1967),Crime,1967,Dracula in Pakistan
