Country Name,Country Code,Series Name,Series Code,Year,Value,Unit
France,FRA,"Adjusted net enrollment rate, primary, male (% of primary school age children)",SE.PRM.TENR.MA,2018,NA,Percentage
France,FRA,"Adjusted net enrollment rate, primary, male (% of primary school age children)",SE.PRM.TENR.MA,2019,NA,Percentage
France,FRA,"Adjusted net enrollment rate, primary, male (% of primary school age children)",SE.PRM.TENR.MA,2020,NA,Percentage
France,FRA,"Adjusted net enrollment rate, primary, male (% of primary school age children)",SE.PRM.TENR.MA,2021,NA,Percentage
France,FRA,"Adjusted net enrollment rate, primary, male (% of primary school age children)",SE.PRM.TENR.MA,2022,NA,Percentage
France,FRA,"Adjusted net enrollment rate, primary, male (% of primary school age children)",SE.PRM.TENR.MA,2023,NA,Percentage
France,FRA,"Adjusted net enrollment rate, primary, male (% of primary school age children)",SE.PRM.TENR.MA,2024,NA,Percentage
France,FRA,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,2018,1.23089087653349,Percentage
France,FRA,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,2019,1.66838755287402,Percentage
France,FRA,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,2020,-9.73665178194183,Percentage
France,FRA,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,2021,9.06251285000963,Percentage
France,FRA,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,2022,NA,Percentage
France,FRA,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,2023,NA,Percentage
France,FRA,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,2024,NA,Percentage
France,FRA,"Adjusted net savings, including particulate emission damage (current US$)",NY.ADJ.SVNG.CD,2018,264499646920.646,Currency (US$)
France,FRA,"Adjusted net savings, including particulate emission damage (current US$)",NY.ADJ.SVNG.CD,2019,265799982811.138,Currency (US$)
France,FRA,"Adjusted net savings, including particulate emission damage (current US$)",NY.ADJ.SVNG.CD,2020,158879520203.331,Currency (US$)
France,FRA,"Adjusted net savings, including particulate emission damage (current US$)",NY.ADJ.SVNG.CD,2021,280559707666.759,Currency (US$)
France,FRA,"Adjusted net savings, including particulate emission damage (current US$)",NY.ADJ.SVNG.CD,2022,NA,Currency (US$)
France,FRA,"Adjusted net savings, including particulate emission damage (current US$)",NY.ADJ.SVNG.CD,2023,NA,Currency (US$)
France,FRA,"Adjusted net savings, including particulate emission damage (current US$)",NY.ADJ.SVNG.CD,2024,NA,Currency (US$)
France,FRA,Adjusted savings: education expenditure (current US$),NY.ADJ.AEDU.CD,2018,139071469163.08,Currency (US$)
France,FRA,Adjusted savings: education expenditure (current US$),NY.ADJ.AEDU.CD,2019,133751500350.201,Currency (US$)
France,FRA,Adjusted savings: education expenditure (current US$),NY.ADJ.AEDU.CD,2020,128596556180.001,Currency (US$)
France,FRA,Adjusted savings: education expenditure (current US$),NY.ADJ.AEDU.CD,2021,146120155219.451,Currency (US$)
France,FRA,Adjusted savings: education expenditure (current US$),NY.ADJ.AEDU.CD,2022,NA,Currency (US$)
France,FRA,Adjusted savings: education expenditure (current US$),NY.ADJ.AEDU.CD,2023,NA,Currency (US$)
France,FRA,Adjusted savings: education expenditure (current US$),NY.ADJ.AEDU.CD,2024,NA,Currency (US$)
France,FRA,Asylum-seekers by country or territory of origin,SM.POP.ASYS.EO,2018,219,Other/Count
France,FRA,Asylum-seekers by country or territory of origin,SM.POP.ASYS.EO,2019,268,Other/Count
France,FRA,Asylum-seekers by country or territory of origin,SM.POP.ASYS.EO,2020,175,Other/Count
France,FRA,Asylum-seekers by country or territory of origin,SM.POP.ASYS.EO,2021,280,Other/Count
France,FRA,Asylum-seekers by country or territory of origin,SM.POP.ASYS.EO,2022,405,Other/Count
France,FRA,Asylum-seekers by country or territory of origin,SM.POP.ASYS.EO,2023,475,Other/Count
France,FRA,Asylum-seekers by country or territory of origin,SM.POP.ASYS.EO,2024,NA,Other/Count
France,FRA,Asylum-seekers by country or territory of asylum,SM.POP.ASYS.EA,2018,89055,Other/Count
France,FRA,Asylum-seekers by country or territory of asylum,SM.POP.ASYS.EA,2019,102140,Other/Count
France,FRA,Asylum-seekers by country or territory of asylum,SM.POP.ASYS.EA,2020,118137,Other/Count
France,FRA,Asylum-seekers by country or territory of asylum,SM.POP.ASYS.EA,2021,75708,Other/Count
France,FRA,Asylum-seekers by country or territory of asylum,SM.POP.ASYS.EA,2022,75047,Other/Count
France,FRA,Asylum-seekers by country or territory of asylum,SM.POP.ASYS.EA,2023,79642,Other/Count
France,FRA,Asylum-seekers by country or territory of asylum,SM.POP.ASYS.EA,2024,NA,Other/Count
France,FRA,Age dependency ratio (% of working-age population),SP.POP.DPND,2018,60.8249786780729,Percentage
France,FRA,Age dependency ratio (% of working-age population),SP.POP.DPND,2019,61.339333625721,Percentage
France,FRA,Age dependency ratio (% of working-age population),SP.POP.DPND,2020,61.777215608517,Percentage
France,FRA,Age dependency ratio (% of working-age population),SP.POP.DPND,2021,62.0639435685389,Percentage
France,FRA,Age dependency ratio (% of working-age population),SP.POP.DPND,2022,62.3607658045045,Percentage
France,FRA,Age dependency ratio (% of working-age population),SP.POP.DPND,2023,62.6913590841452,Percentage
France,FRA,Age dependency ratio (% of working-age population),SP.POP.DPND,2024,63.0036554831224,Percentage
France,FRA,Adults (ages 15-49) newly infected with HIV,SH.HIV.INCD,2018,5500,Other/Count
France,FRA,Adults (ages 15-49) newly infected with HIV,SH.HIV.INCD,2019,5400,Other/Count
France,FRA,Adults (ages 15-49) newly infected with HIV,SH.HIV.INCD,2020,5400,Other/Count
France,FRA,Adults (ages 15-49) newly infected with HIV,SH.HIV.INCD,2021,5400,Other/Count
France,FRA,Adults (ages 15-49) newly infected with HIV,SH.HIV.INCD,2022,5400,Other/Count
France,FRA,Adults (ages 15-49) newly infected with HIV,SH.HIV.INCD,2023,NA,Other/Count
France,FRA,Adults (ages 15-49) newly infected with HIV,SH.HIV.INCD,2024,NA,Other/Count
France,FRA,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,SH.HIV.INCD.TL,2018,5900,Other/Count
France,FRA,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,SH.HIV.INCD.TL,2019,5900,Other/Count
France,FRA,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,SH.HIV.INCD.TL,2020,5900,Other/Count
France,FRA,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,SH.HIV.INCD.TL,2021,5900,Other/Count
France,FRA,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,SH.HIV.INCD.TL,2022,5900,Other/Count
France,FRA,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,SH.HIV.INCD.TL,2023,NA,Other/Count
France,FRA,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,SH.HIV.INCD.TL,2024,NA,Other/Count
France,FRA,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,2018,32.2283943292714,Percentage
France,FRA,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,2019,32.9295024945655,Percentage
France,FRA,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,2020,33.5646318689425,Percentage
France,FRA,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,2021,34.1156814854036,Percentage
France,FRA,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,2022,34.708428013942,Percentage
France,FRA,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,2023,35.3839758623752,Percentage
France,FRA,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,2024,36.0997050900082,Percentage
France,FRA,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,2018,28.5965843488015,Percentage
France,FRA,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,2019,28.4098311311555,Percentage
France,FRA,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,2020,28.2125837395745,Percentage
France,FRA,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,2021,27.9482620831353,Percentage
France,FRA,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,2022,27.6523377905626,Percentage
France,FRA,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,2023,27.3073832217701,Percentage
France,FRA,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,2024,26.9039503931142,Percentage
France,FRA,Agricultural land (% of land area),AG.LND.AGRI.ZS,2018,52.3417653321937,Percentage
France,FRA,Agricultural land (% of land area),AG.LND.AGRI.ZS,2019,52.0837996774765,Percentage
France,FRA,Agricultural land (% of land area),AG.LND.AGRI.ZS,2020,52.0934131058502,Percentage
France,FRA,Agricultural land (% of land area),AG.LND.AGRI.ZS,2021,52.0954768179386,Percentage
France,FRA,Agricultural land (% of land area),AG.LND.AGRI.ZS,2022,51.6922804383836,Percentage
France,FRA,Agricultural land (% of land area),AG.LND.AGRI.ZS,2023,NA,Percentage
France,FRA,Agricultural land (% of land area),AG.LND.AGRI.ZS,2024,NA,Percentage
France,FRA,Agricultural land (sq. km),AG.LND.AGRI.K2,2018,286601,Other/Count
France,FRA,Agricultural land (sq. km),AG.LND.AGRI.K2,2019,286211.86,Other/Count
France,FRA,Agricultural land (sq. km),AG.LND.AGRI.K2,2020,285537.54,Other/Count
France,FRA,Agricultural land (sq. km),AG.LND.AGRI.K2,2021,285537.54,Other/Count
France,FRA,Agricultural land (sq. km),AG.LND.AGRI.K2,2022,NA,Other/Count
France,FRA,Agricultural land (sq. km),AG.LND.AGRI.K2,2023,NA,Other/Count
France,FRA,Agricultural land (sq. km),AG.LND.AGRI.K2,2024,NA,Other/Count
France,FRA,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,2018,NA,Percentage
France,FRA,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,2019,NA,Percentage
France,FRA,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,2020,6.39495598372109,Percentage
France,FRA,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,2021,NA,Percentage
France,FRA,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,2022,NA,Percentage
France,FRA,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,2023,NA,Percentage
France,FRA,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,2024,NA,Percentage
France,FRA,"Average working hours of children, working only, female, ages 7-14 (hours per week)",SL.TLF.0714.WK.FE.TM,2018,NA,Other/Count
France,FRA,"Average working hours of children, working only, female, ages 7-14 (hours per week)",SL.TLF.0714.WK.FE.TM,2019,NA,Other/Count
France,FRA,"Average working hours of children, working only, female, ages 7-14 (hours per week)",SL.TLF.0714.WK.FE.TM,2020,NA,Other/Count
France,FRA,"Average working hours of children, working only, female, ages 7-14 (hours per week)",SL.TLF.0714.WK.FE.TM,2021,NA,Other/Count
France,FRA,"Average working hours of children, working only, female, ages 7-14 (hours per week)",SL.TLF.0714.WK.FE.TM,2022,NA,Other/Count
France,FRA,"Average working hours of children, working only, female, ages 7-14 (hours per week)",SL.TLF.0714.WK.FE.TM,2023,NA,Other/Count
France,FRA,"Average working hours of children, working only, female, ages 7-14 (hours per week)",SL.TLF.0714.WK.FE.TM,2024,NA,Other/Count
France,FRA,"Average working hours of children, working only, male, ages 7-14 (hours per week)",SL.TLF.0714.WK.MA.TM,2018,NA,Other/Count
France,FRA,"Average working hours of children, working only, male, ages 7-14 (hours per week)",SL.TLF.0714.WK.MA.TM,2019,NA,Other/Count
France,FRA,"Average working hours of children, working only, male, ages 7-14 (hours per week)",SL.TLF.0714.WK.MA.TM,2020,NA,Other/Count
France,FRA,"Average working hours of children, working only, male, ages 7-14 (hours per week)",SL.TLF.0714.WK.MA.TM,2021,NA,Other/Count
France,FRA,"Average working hours of children, working only, male, ages 7-14 (hours per week)",SL.TLF.0714.WK.MA.TM,2022,NA,Other/Count
France,FRA,"Average working hours of children, working only, male, ages 7-14 (hours per week)",SL.TLF.0714.WK.MA.TM,2023,NA,Other/Count
France,FRA,"Average working hours of children, working only, male, ages 7-14 (hours per week)",SL.TLF.0714.WK.MA.TM,2024,NA,Other/Count
France,FRA,"Average working hours of children, working only, ages 7-14 (hours per week)",SL.TLF.0714.WK.TM,2018,NA,Other/Count
France,FRA,"Average working hours of children, working only, ages 7-14 (hours per week)",SL.TLF.0714.WK.TM,2019,NA,Other/Count
France,FRA,"Average working hours of children, working only, ages 7-14 (hours per week)",SL.TLF.0714.WK.TM,2020,NA,Other/Count
France,FRA,"Average working hours of children, working only, ages 7-14 (hours per week)",SL.TLF.0714.WK.TM,2021,NA,Other/Count
France,FRA,"Average working hours of children, working only, ages 7-14 (hours per week)",SL.TLF.0714.WK.TM,2022,NA,Other/Count
France,FRA,"Average working hours of children, working only, ages 7-14 (hours per week)",SL.TLF.0714.WK.TM,2023,NA,Other/Count
France,FRA,"Average working hours of children, working only, ages 7-14 (hours per week)",SL.TLF.0714.WK.TM,2024,NA,Other/Count
France,FRA,"Average working hours of children, study and work, male, ages 7-14 (hours per week)",SL.TLF.0714.SW.MA.TM,2018,NA,Other/Count
France,FRA,"Average working hours of children, study and work, male, ages 7-14 (hours per week)",SL.TLF.0714.SW.MA.TM,2019,NA,Other/Count
France,FRA,"Average working hours of children, study and work, male, ages 7-14 (hours per week)",SL.TLF.0714.SW.MA.TM,2020,NA,Other/Count
France,FRA,"Average working hours of children, study and work, male, ages 7-14 (hours per week)",SL.TLF.0714.SW.MA.TM,2021,NA,Other/Count
France,FRA,"Average working hours of children, study and work, male, ages 7-14 (hours per week)",SL.TLF.0714.SW.MA.TM,2022,NA,Other/Count
France,FRA,"Average working hours of children, study and work, male, ages 7-14 (hours per week)",SL.TLF.0714.SW.MA.TM,2023,NA,Other/Count
France,FRA,"Average working hours of children, study and work, male, ages 7-14 (hours per week)",SL.TLF.0714.SW.MA.TM,2024,NA,Other/Count
France,FRA,"Average working hours of children, study and work, female, ages 7-14 (hours per week)",SL.TLF.0714.SW.FE.TM,2018,NA,Other/Count
France,FRA,"Average working hours of children, study and work, female, ages 7-14 (hours per week)",SL.TLF.0714.SW.FE.TM,2019,NA,Other/Count
France,FRA,"Average working hours of children, study and work, female, ages 7-14 (hours per week)",SL.TLF.0714.SW.FE.TM,2020,NA,Other/Count
France,FRA,"Average working hours of children, study and work, female, ages 7-14 (hours per week)",SL.TLF.0714.SW.FE.TM,2021,NA,Other/Count
France,FRA,"Average working hours of children, study and work, female, ages 7-14 (hours per week)",SL.TLF.0714.SW.FE.TM,2022,NA,Other/Count
France,FRA,"Average working hours of children, study and work, female, ages 7-14 (hours per week)",SL.TLF.0714.SW.FE.TM,2023,NA,Other/Count
France,FRA,"Average working hours of children, study and work, female, ages 7-14 (hours per week)",SL.TLF.0714.SW.FE.TM,2024,NA,Other/Count
France,FRA,"Average working hours of children, study and work, ages 7-14 (hours per week)",SL.TLF.0714.SW.TM,2018,NA,Other/Count
France,FRA,"Average working hours of children, study and work, ages 7-14 (hours per week)",SL.TLF.0714.SW.TM,2019,NA,Other/Count
France,FRA,"Average working hours of children, study and work, ages 7-14 (hours per week)",SL.TLF.0714.SW.TM,2020,NA,Other/Count
France,FRA,"Average working hours of children, study and work, ages 7-14 (hours per week)",SL.TLF.0714.SW.TM,2021,NA,Other/Count
France,FRA,"Average working hours of children, study and work, ages 7-14 (hours per week)",SL.TLF.0714.SW.TM,2022,NA,Other/Count
France,FRA,"Average working hours of children, study and work, ages 7-14 (hours per week)",SL.TLF.0714.SW.TM,2023,NA,Other/Count
France,FRA,"Average working hours of children, study and work, ages 7-14 (hours per week)",SL.TLF.0714.SW.TM,2024,NA,Other/Count
France,FRA,Completeness of birth registration (%),SP.REG.BRTH.ZS,2018,NA,Percentage
France,FRA,Completeness of birth registration (%),SP.REG.BRTH.ZS,2019,NA,Percentage
France,FRA,Completeness of birth registration (%),SP.REG.BRTH.ZS,2020,NA,Percentage
France,FRA,Completeness of birth registration (%),SP.REG.BRTH.ZS,2021,NA,Percentage
France,FRA,Completeness of birth registration (%),SP.REG.BRTH.ZS,2022,100,Percentage
France,FRA,Completeness of birth registration (%),SP.REG.BRTH.ZS,2023,NA,Percentage
France,FRA,Completeness of birth registration (%),SP.REG.BRTH.ZS,2024,NA,Percentage
France,FRA,Coal rents (% of GDP),NY.GDP.COAL.RT.ZS,2018,0,Percentage
France,FRA,Coal rents (% of GDP),NY.GDP.COAL.RT.ZS,2019,0,Percentage
France,FRA,Coal rents (% of GDP),NY.GDP.COAL.RT.ZS,2020,0,Percentage
France,FRA,Coal rents (% of GDP),NY.GDP.COAL.RT.ZS,2021,0,Percentage
France,FRA,Coal rents (% of GDP),NY.GDP.COAL.RT.ZS,2022,NA,Percentage
France,FRA,Coal rents (% of GDP),NY.GDP.COAL.RT.ZS,2023,NA,Percentage
France,FRA,Coal rents (% of GDP),NY.GDP.COAL.RT.ZS,2024,NA,Percentage
France,FRA,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,2018,9.1,"Rate per 1,000"
France,FRA,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,2019,9.1,"Rate per 1,000"
France,FRA,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,2020,9.9,"Rate per 1,000"
France,FRA,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,2021,9.8,"Rate per 1,000"
France,FRA,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,2022,9.9,"Rate per 1,000"
France,FRA,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,2023,9.2,"Rate per 1,000"
France,FRA,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,2024,NA,"Rate per 1,000"
France,FRA,Disaster risk reduction progress score (1-5 scale; 5=best),EN.CLC.DRSK.XQ,2018,NA,Other/Count
France,FRA,Disaster risk reduction progress score (1-5 scale; 5=best),EN.CLC.DRSK.XQ,2019,NA,Other/Count
France,FRA,Disaster risk reduction progress score (1-5 scale; 5=best),EN.CLC.DRSK.XQ,2020,NA,Other/Count
France,FRA,Disaster risk reduction progress score (1-5 scale; 5=best),EN.CLC.DRSK.XQ,2021,NA,Other/Count
France,FRA,Disaster risk reduction progress score (1-5 scale; 5=best),EN.CLC.DRSK.XQ,2022,NA,Other/Count
France,FRA,Disaster risk reduction progress score (1-5 scale; 5=best),EN.CLC.DRSK.XQ,2023,NA,Other/Count
France,FRA,Disaster risk reduction progress score (1-5 scale; 5=best),EN.CLC.DRSK.XQ,2024,NA,Other/Count
France,FRA,"Employers, male (% of male employment) (modeled ILO estimate)",SL.EMP.MPYR.MA.ZS,2018,6.11825849688371,Percentage
France,FRA,"Employers, male (% of male employment) (modeled ILO estimate)",SL.EMP.MPYR.MA.ZS,2019,6.13997449506157,Percentage
France,FRA,"Employers, male (% of male employment) (modeled ILO estimate)",SL.EMP.MPYR.MA.ZS,2020,5.94784019230971,Percentage
France,FRA,"Employers, male (% of male employment) (modeled ILO estimate)",SL.EMP.MPYR.MA.ZS,2021,6.91974645496749,Percentage
France,FRA,"Employers, male (% of male employment) (modeled ILO estimate)",SL.EMP.MPYR.MA.ZS,2022,6.93475909167436,Percentage
France,FRA,"Employers, male (% of male employment) (modeled ILO estimate)",SL.EMP.MPYR.MA.ZS,2023,6.65277008644449,Percentage
France,FRA,"Employers, male (% of male employment) (modeled ILO estimate)",SL.EMP.MPYR.MA.ZS,2024,NA,Percentage
France,FRA,"Employers, female (% of female employment) (modeled ILO estimate)",SL.EMP.MPYR.FE.ZS,2018,2.17013730350515,Percentage
France,FRA,"Employers, female (% of female employment) (modeled ILO estimate)",SL.EMP.MPYR.FE.ZS,2019,2.19004464995514,Percentage
France,FRA,"Employers, female (% of female employment) (modeled ILO estimate)",SL.EMP.MPYR.FE.ZS,2020,2.32916096287852,Percentage
France,FRA,"Employers, female (% of female employment) (modeled ILO estimate)",SL.EMP.MPYR.FE.ZS,2021,2.84305481330951,Percentage
France,FRA,"Employers, female (% of female employment) (modeled ILO estimate)",SL.EMP.MPYR.FE.ZS,2022,2.99854737626928,Percentage
France,FRA,"Employers, female (% of female employment) (modeled ILO estimate)",SL.EMP.MPYR.FE.ZS,2023,2.92048526010118,Percentage
France,FRA,"Employers, female (% of female employment) (modeled ILO estimate)",SL.EMP.MPYR.FE.ZS,2024,NA,Percentage
France,FRA,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,2018,4.2246681460248,Percentage
France,FRA,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,2019,4.23876729363361,Percentage
France,FRA,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,2020,4.20484097091659,Percentage
France,FRA,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,2021,4.94170010269908,Percentage
France,FRA,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,2022,5.02440208539066,Percentage
France,FRA,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,2023,4.83791421961495,Percentage
France,FRA,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,2024,NA,Percentage
Finland,FIN,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS,2018,100,Percentage
Finland,FIN,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS,2019,100,Percentage
Finland,FIN,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS,2020,100,Percentage
Finland,FIN,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS,2021,100,Percentage
Finland,FIN,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS,2022,100,Percentage
Finland,FIN,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS,2023,NA,Percentage
Finland,FIN,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS,2024,NA,Percentage
Finland,FIN,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,2018,100,Percentage
Finland,FIN,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,2019,100,Percentage
Finland,FIN,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,2020,100,Percentage
Finland,FIN,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,2021,100,Percentage
Finland,FIN,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,2022,100,Percentage
Finland,FIN,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,2023,NA,Percentage
Finland,FIN,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,2024,NA,Percentage
Finland,FIN,"Access to clean fuels and technologies for cooking, urban (% of urban population)",EG.CFT.ACCS.UR.ZS,2018,100,Percentage
Finland,FIN,"Access to clean fuels and technologies for cooking, urban (% of urban population)",EG.CFT.ACCS.UR.ZS,2019,100,Percentage
Finland,FIN,"Access to clean fuels and technologies for cooking, urban (% of urban population)",EG.CFT.ACCS.UR.ZS,2020,100,Percentage
Finland,FIN,"Access to clean fuels and technologies for cooking, urban (% of urban population)",EG.CFT.ACCS.UR.ZS,2021,100,Percentage
Finland,FIN,"Access to clean fuels and technologies for cooking, urban (% of urban population)",EG.CFT.ACCS.UR.ZS,2022,100,Percentage
Finland,FIN,"Access to clean fuels and technologies for cooking, urban (% of urban population)",EG.CFT.ACCS.UR.ZS,2023,NA,Percentage
Finland,FIN,"Access to clean fuels and technologies for cooking, urban (% of urban population)",EG.CFT.ACCS.UR.ZS,2024,NA,Percentage
Finland,FIN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2018,100,Percentage
Finland,FIN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019,100,Percentage
Finland,FIN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2020,100,Percentage
Finland,FIN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2021,100,Percentage
Finland,FIN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2022,100,Percentage
Finland,FIN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2023,100,Percentage
Finland,FIN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2024,NA,Percentage
Finland,FIN,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,2018,100,Percentage
Finland,FIN,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,2019,100,Percentage
Finland,FIN,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,2020,100,Percentage
Finland,FIN,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,2021,100,Percentage
Finland,FIN,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,2022,100,Percentage
Finland,FIN,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,2023,100,Percentage
Finland,FIN,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,2024,NA,Percentage
Finland,FIN,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2018,100,Percentage
Finland,FIN,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2019,100,Percentage
Finland,FIN,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2020,100,Percentage
Finland,FIN,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2021,100,Percentage
Finland,FIN,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2022,100,Percentage
Finland,FIN,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2023,100,Percentage
Finland,FIN,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2024,NA,Percentage
Finland,FIN,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,2018,NA,Percentage
Finland,FIN,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,2019,NA,Percentage
Finland,FIN,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,2020,NA,Percentage
Finland,FIN,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,2021,99.53,Percentage
Finland,FIN,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,2022,NA,Percentage
Finland,FIN,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,2023,NA,Percentage
Finland,FIN,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,2024,NA,Percentage
Finland,FIN,"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",FX.OWN.TOTL.FE.ZS,2018,NA,Percentage
Finland,FIN,"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",FX.OWN.TOTL.FE.ZS,2019,NA,Percentage
Finland,FIN,"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",FX.OWN.TOTL.FE.ZS,2020,NA,Percentage
Finland,FIN,"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",FX.OWN.TOTL.FE.ZS,2021,99.08,Percentage
Finland,FIN,"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",FX.OWN.TOTL.FE.ZS,2022,NA,Percentage
